CPD_ID,DO_CHEMISTRY,CHEMISTRY_COMMENT,MW,MW_DES,ALOGP,ALOGP_DES,HBD,HBD_DES,HBA,HBA_DES,PSA,PSA_DES,ROTB,ROTB_DES,AROM,AROM_DES,ALERTS,ALERTS_DES,UNWEIGHTED_QED,QED
199,YES,-,465.53813,0.266,3.68,0.934,0,0.592,6,0.525,74.3,0.916,10,0.212,2,0.938,1,0.64,0.555,0.499
200,YES,-,477.53221,0.229,4.369,0.742,1,0.987,7,0.332,130.09,0.385,6,0.689,3,0.257,0,0.842,0.488,0.558
201,YES,-,414.47808,0.488,1.925,0.947,0,0.592,6,0.525,102.25,0.664,6,0.689,3,0.257,1,0.64,0.568,0.571
202,YES,-,357.46982,0.829,3.379,0.974,0,0.592,3,0.985,63.06,0.979,7,0.533,3,0.257,0,0.842,0.693,0.651
203,YES,-,241.32816,0.726,3.22,0.987,1,0.987,1,0.233,29.1,0.803,2,0.87,1,0.827,1,0.64,0.705,0.791
204,YES,-,231.29358,0.655,0.791,0.717,3,0.379,3,0.985,60.94,0.986,6,0.689,2,0.938,0,0.842,0.744,0.689
205,YES,-,231.29358,0.655,0.791,0.717,3,0.379,3,0.985,60.94,0.986,6,0.689,2,0.938,0,0.842,0.744,0.689
206,YES,-,401.50246,0.561,2.288,0.981,2,0.792,4,0.887,124.78,0.434,7,0.533,3,0.257,0,0.842,0.611,0.63
207,YES,-,267.32568,0.89,1.731,0.922,2,0.792,2,0.93,54.02,1,4,0.97,2,0.938,0,0.842,0.908,0.886
208,YES,-,301.34035,0.998,2.506,0.994,2,0.792,5,0.726,86.47,0.819,5,0.848,2,0.938,0,0.842,0.865,0.886
209,YES,-,301.34035,0.998,2.506,0.994,2,0.792,5,0.726,86.47,0.819,5,0.848,2,0.938,0,0.842,0.865,0.886
210,YES,-,364.79852,0.786,3.519,0.958,0,0.592,4,0.887,51.66,1,3,0.993,2,0.938,0,0.842,0.864,0.836
211,YES,-,296.34367,0.993,2.249,0.979,0,0.592,3,0.985,58.65,0.993,2,0.87,3,0.257,0,0.842,0.755,0.729
212,YES,-,296.34367,0.993,2.249,0.979,0,0.592,3,0.985,58.65,0.993,2,0.87,3,0.257,0,0.842,0.755,0.729
213,YES,-,296.34367,0.993,2.249,0.979,0,0.592,3,0.985,58.65,0.993,2,0.87,3,0.257,0,0.842,0.755,0.729
214,YES,-,409.40218,0.516,1.91,0.946,1,0.987,4,0.887,79.37,0.879,5,0.848,1,0.827,0,0.842,0.828,0.806
215,YES,-,479.4505,0.224,3.474,0.964,1,0.987,4,0.887,79.36,0.879,7,0.533,3,0.257,1,0.64,0.589,0.527
216,YES,-,478.48404,0.226,3.701,0.93,1,0.987,4,0.887,103.94,0.646,5,0.848,2,0.938,0,0.842,0.729,0.708
217,YES,-,472.49938,0.244,4.861,0.531,1,0.987,3,0.985,66.48,0.963,10,0.212,2,0.938,1,0.64,0.594,0.502
218,YES,-,299.24848,0.996,2.027,0.959,2,0.792,4,0.887,70.56,0.941,4,0.97,1,0.827,0,0.842,0.899,0.892
219,YES,-,303.23388,0.999,3.098,0.994,0,0.592,4,0.887,53.72,1,5,0.848,2,0.938,0,0.842,0.877,0.851
220,YES,-,296.24784,0.993,2.284,0.981,2,0.792,5,0.726,77.81,0.891,3,0.993,1,0.827,0,0.842,0.876,0.894
221,YES,-,335.30218,0.939,1.732,0.922,2,0.792,6,0.525,108.56,0.598,6,0.689,1,0.827,2,0.241,0.644,0.605
222,YES,-,325.28246,0.973,1.917,0.947,1,0.987,3,0.985,57.61,0.995,3,0.993,1,0.827,0,0.842,0.941,0.924
223,YES,-,247.17392,0.766,-0.355,0.366,2,0.792,3,0.985,81.99,0.858,2,0.87,0,0.472,0,0.842,0.711,0.699
224,YES,-,468.46608,0.256,3.683,0.933,1,0.987,5,0.726,84.94,0.832,8,0.4,1,0.827,1,0.64,0.646,0.589
225,YES,-,339.26928,0.922,1.293,0.843,2,0.792,4,0.887,91.22,0.775,4,0.97,1,0.827,0,0.842,0.855,0.865
226,YES,-,315.24788,0.994,1.275,0.839,2,0.792,5,0.726,80.31,0.871,5,0.848,1,0.827,1,0.64,0.811,0.8
227,YES,-,286.20996,0.97,1.548,0.892,2,0.792,5,0.726,90.95,0.777,3,0.993,1,0.827,0,0.842,0.848,0.879
228,YES,-,208.18906,0.497,1.723,0.921,0,0.592,3,0.985,43.59,0.974,2,0.87,2,0.938,1,0.64,0.779,0.706
229,YES,-,404.36904,0.545,3.791,0.913,0,0.592,6,0.525,106.85,0.616,5,0.848,4,0.035,0,0.842,0.469,0.501
230,YES,-,377.46276,0.708,3.174,0.99,2,0.792,4,0.887,114.89,0.532,7,0.533,4,0.035,1,0.64,0.486,0.481
231,YES,-,468.43095,0.256,4.346,0.751,1,0.987,5,0.726,78.42,0.886,11,0.151,1,0.827,0,0.842,0.58,0.523
232,YES,-,440.52034,0.361,1.112,0.802,3,0.379,8,0.191,215.02,0.044,7,0.533,3,0.257,1,0.64,0.308,0.451
233,YES,-,292.42462,0.986,1.828,0.935,1,0.987,7,0.332,171.38,0.131,4,0.97,1,0.827,1,0.64,0.614,0.824
234,YES,-,292.42462,0.986,1.828,0.935,1,0.987,7,0.332,171.38,0.131,4,0.97,1,0.827,1,0.64,0.614,0.824
235,YES,-,318.79964,0.988,2.561,0.996,0,0.592,5,0.726,112.51,0.557,5,0.848,1,0.827,1,0.64,0.755,0.774
236,YES,-,312.33818,0.997,3.309,0.98,0,0.592,3,0.985,41.9,0.963,3,0.993,2,0.938,0,0.842,0.9,0.873
237,YES,-,400.10117,0.57,3.738,0.923,2,0.792,3,0.985,58.56,0.993,6,0.689,1,0.827,1,0.64,0.788,0.716
238,YES,-,323.34587,0.978,3.328,0.979,2,0.792,5,0.726,80.26,0.872,5,0.848,3,0.257,0,0.842,0.738,0.753
239,YES,-,309.16181,0.999,1.681,0.914,1,0.987,3,0.985,59.81,0.99,3,0.993,2,0.938,0,0.842,0.955,0.938
240,YES,-,274.36138,0.925,0.286,0.562,1,0.987,3,0.985,59.81,0.99,2,0.87,1,0.827,0,0.842,0.861,0.843
241,YES,-,406.90461,0.53,4.658,0.622,1,0.987,3,0.985,41.57,0.961,5,0.848,3,0.257,0,0.842,0.698,0.67
242,YES,-,324.41675,0.975,4.015,0.859,1,0.987,3,0.985,41.57,0.961,5,0.848,2,0.938,0,0.842,0.922,0.903
243,YES,-,324.41675,0.975,4.015,0.859,1,0.987,3,0.985,41.57,0.961,5,0.848,2,0.938,0,0.842,0.922,0.903
244,YES,-,401.50077,0.561,4.153,0.818,1,0.987,4,0.887,44.81,0.981,7,0.533,3,0.257,0,0.842,0.679,0.646
245,YES,-,401.50077,0.561,4.153,0.818,1,0.987,4,0.887,44.81,0.981,7,0.533,3,0.257,0,0.842,0.679,0.646
246,YES,-,401.50077,0.561,4.153,0.818,1,0.987,4,0.887,44.81,0.981,7,0.533,3,0.257,0,0.842,0.679,0.646
247,YES,-,370.44214,0.752,3.558,0.953,2,0.792,4,0.887,76.66,0.9,7,0.533,2,0.938,0,0.842,0.813,0.781
248,YES,-,305.43831,1,3.759,0.919,2,0.792,3,0.985,76.45,0.901,7,0.533,1,0.827,1,0.64,0.808,0.753
249,YES,-,440.33297,0.361,4.28,0.775,1,0.987,3,0.985,48.72,0.995,5,0.848,3,0.257,0,0.842,0.687,0.645
250,YES,-,360.40425,0.812,1.663,0.911,0,0.592,6,0.525,76.15,0.903,5,0.848,1,0.827,2,0.241,0.658,0.587
251,YES,-,360.40425,0.812,1.663,0.911,0,0.592,6,0.525,76.15,0.903,5,0.848,1,0.827,2,0.241,0.658,0.587
252,YES,-,360.40425,0.812,1.663,0.911,0,0.592,6,0.525,76.15,0.903,5,0.848,1,0.827,2,0.241,0.658,0.587
253,YES,-,312.1227,0.997,1.922,0.947,1,0.987,5,0.726,81.93,0.858,3,0.993,2,0.938,0,0.842,0.906,0.936
254,YES,-,493.26312,0.189,5.036,0.453,1,0.987,4,0.887,107.71,0.607,6,0.689,5,0.012,2,0.241,0.313,0.264
255,YES,-,392.85657,0.613,4.77,0.572,3,0.379,5,0.726,119.75,0.483,7,0.533,2,0.938,1,0.64,0.591,0.586
256,YES,-,283.30032,0.96,0.929,0.755,2,0.792,6,0.525,110.16,0.581,6,0.689,1,0.827,1,0.64,0.709,0.751
257,YES,-,279.31491,0.946,0.477,0.623,1,0.987,4,0.887,89.44,0.792,3,0.993,2,0.938,0,0.842,0.867,0.884
258,YES,-,222.2702,0.592,0.531,0.639,3,0.379,6,0.525,141.35,0.293,4,0.97,1,0.827,4,0.027,0.384,0.293
259,YES,-,222.2702,0.592,0.531,0.639,3,0.379,6,0.525,141.35,0.293,4,0.97,1,0.827,4,0.027,0.384,0.293
260,YES,-,321.39619,0.982,4.881,0.522,1,0.987,2,0.93,69.36,0.948,2,0.87,3,0.257,1,0.64,0.709,0.683
261,YES,-,411.51719,0.504,3.071,0.995,0,0.592,4,0.887,98.82,0.699,2,0.87,2,0.938,1,0.64,0.746,0.709
262,YES,-,249.35513,0.78,2.692,0.999,1,0.987,4,0.887,105.33,0.632,4,0.97,2,0.938,1,0.64,0.841,0.84
263,YES,-,409.39205,0.516,1.816,0.934,2,0.792,6,0.525,106.19,0.623,5,0.848,2,0.938,2,0.241,0.627,0.576
264,YES,-,409.39205,0.516,1.816,0.934,2,0.792,6,0.525,106.19,0.623,5,0.848,2,0.938,2,0.241,0.627,0.576
265,YES,-,445.49035,0.34,4.169,0.813,0,0.592,7,0.332,98.54,0.702,5,0.848,3,0.257,1,0.64,0.52,0.544
266,YES,-,438.58559,0.369,4.123,0.827,0,0.592,5,0.726,75.37,0.909,5,0.848,2,0.938,1,0.64,0.704,0.657
267,YES,-,373.79033,0.731,2.553,0.995,1,0.987,4,0.887,75.02,0.911,3,0.993,2,0.938,2,0.241,0.775,0.662
268,YES,-,469.4638,0.253,4.444,0.713,2,0.792,4,0.887,91.63,0.771,6,0.689,4,0.035,2,0.241,0.392,0.323
269,YES,-,323.38894,0.978,2.465,0.992,1,0.987,2,0.93,54.34,1,4,0.97,2,0.938,2,0.241,0.815,0.694
270,YES,-,323.38894,0.978,2.465,0.992,1,0.987,2,0.93,54.34,1,4,0.97,2,0.938,2,0.241,0.815,0.694
271,YES,-,305.7992,1,4.688,0.609,1,0.987,3,0.985,30.49,0.827,6,0.689,2,0.938,0,0.842,0.848,0.84
272,YES,-,330.39988,0.957,0.033,0.482,3,0.379,5,0.726,113.11,0.551,9,0.293,1,0.827,1,0.64,0.568,0.553
273,YES,-,340.43775,0.917,1.618,0.904,2,0.792,4,0.887,92.88,0.759,6,0.689,1,0.827,0,0.842,0.824,0.823
274,YES,-,383.84651,0.669,3.507,0.96,1,0.987,5,0.726,90.08,0.786,8,0.4,2,0.938,1,0.64,0.737,0.704
275,YES,-,383.84651,0.669,3.507,0.96,1,0.987,5,0.726,90.08,0.786,8,0.4,2,0.938,1,0.64,0.737,0.704
276,YES,-,364.4161,0.788,1.55,0.893,1,0.987,5,0.726,93.32,0.754,7,0.533,2,0.938,0,0.842,0.795,0.805
277,YES,-,320.22422,0.985,4.789,0.564,1,0.987,2,0.93,21.26,0.642,5,0.848,2,0.938,0,0.842,0.827,0.855
278,YES,-,320.22422,0.985,4.789,0.564,1,0.987,2,0.93,21.26,0.642,5,0.848,2,0.938,0,0.842,0.827,0.855
279,YES,-,320.22422,0.985,4.789,0.564,1,0.987,2,0.93,21.26,0.642,5,0.848,2,0.938,0,0.842,0.827,0.855
280,YES,-,365.35779,0.783,1.776,0.928,1,0.987,7,0.332,108.54,0.598,7,0.533,2,0.938,1,0.64,0.68,0.745
281,YES,-,239.26922,0.711,2.681,0.999,0,0.592,1,0.233,33.45,0.874,2,0.87,2,0.938,1,0.64,0.678,0.742
282,YES,-,239.26922,0.711,2.681,0.999,0,0.592,1,0.233,33.45,0.874,2,0.87,2,0.938,1,0.64,0.678,0.742
283,YES,-,329.39176,0.96,5.958,0.153,1,0.987,3,0.985,30.49,0.827,7,0.533,3,0.257,1,0.64,0.565,0.543
284,YES,-,284.3496,0.964,3.784,0.914,1,0.987,3,0.985,38.69,0.937,7,0.533,2,0.938,1,0.64,0.844,0.786
285,YES,-,320.79237,0.984,0.396,0.597,2,0.792,4,0.887,92.88,0.759,8,0.4,1,0.827,1,0.64,0.712,0.678
286,YES,-,320.79237,0.984,0.396,0.597,2,0.792,4,0.887,92.88,0.759,8,0.4,1,0.827,1,0.64,0.712,0.678
287,YES,-,320.79237,0.984,0.396,0.597,2,0.792,4,0.887,92.88,0.759,8,0.4,1,0.827,1,0.64,0.712,0.678
288,YES,-,415.88991,0.48,6.04,0.138,0,0.592,5,0.726,81.14,0.865,7,0.533,2,0.938,1,0.64,0.546,0.515
289,YES,-,368.79211,0.762,1.809,0.933,2,0.792,5,0.726,102.11,0.665,5,0.848,2,0.938,0,0.842,0.808,0.838
290,YES,-,308.48201,1,4.54,0.673,2,0.792,2,0.93,73.22,0.924,7,0.533,0,0.472,2,0.241,0.639,0.535
291,YES,-,428.47654,0.416,3.527,0.957,2,0.792,4,0.887,92.88,0.759,8,0.4,3,0.257,0,0.842,0.607,0.574
292,YES,-,348.4167,0.878,1.689,0.916,2,0.792,4,0.887,92.88,0.759,8,0.4,2,0.938,0,0.842,0.779,0.759
293,YES,-,411.87816,0.502,2.506,0.994,1,0.987,4,0.887,78.09,0.889,5,0.848,2,0.938,0,0.842,0.845,0.82
294,YES,-,362.44657,0.8,2.293,0.982,0,0.592,6,0.525,89.7,0.789,5,0.848,1,0.827,1,0.64,0.736,0.747
295,YES,-,277.42492,0.938,3.54,0.955,0,0.592,2,0.93,45.61,0.985,4,0.97,1,0.827,1,0.64,0.841,0.79
296,YES,-,360.42739,0.812,1.648,0.909,1,0.987,4,0.887,84.08,0.84,5,0.848,2,0.938,0,0.842,0.881,0.879
297,YES,-,350.47563,0.868,3.098,0.994,2,0.792,3,0.985,83.65,0.844,7,0.533,1,0.827,1,0.64,0.795,0.741
298,YES,-,384.4704,0.665,1.767,0.927,1,0.987,5,0.726,109.54,0.588,7,0.533,2,0.938,0,0.842,0.758,0.782
299,YES,-,384.4704,0.665,1.767,0.927,1,0.987,5,0.726,109.54,0.588,7,0.533,2,0.938,0,0.842,0.758,0.782
300,YES,-,384.4704,0.665,1.767,0.927,1,0.987,5,0.726,109.54,0.588,7,0.533,2,0.938,0,0.842,0.758,0.782
301,YES,-,366.51809,0.776,3.49,0.962,2,0.792,3,0.985,83.65,0.844,8,0.4,1,0.827,0,0.842,0.78,0.739
302,YES,-,366.51809,0.776,3.49,0.962,2,0.792,3,0.985,83.65,0.844,8,0.4,1,0.827,0,0.842,0.78,0.739
303,YES,-,397.45416,0.585,1.232,0.83,2,0.792,6,0.525,134.91,0.344,6,0.689,2,0.938,1,0.64,0.641,0.704
304,YES,-,407.32466,0.528,3.849,0.9,2,0.792,3,0.985,83.5,0.845,5,0.848,2,0.938,1,0.64,0.795,0.739
305,YES,-,380.46339,0.69,2.925,0.999,1,0.987,5,0.726,90.31,0.783,4,0.97,2,0.938,0,0.842,0.859,0.881
306,YES,-,380.46339,0.69,2.925,0.999,1,0.987,5,0.726,90.31,0.783,4,0.97,2,0.938,0,0.842,0.859,0.881
307,YES,-,434.93632,0.385,3.977,0.869,2,0.792,5,0.726,109.8,0.585,10,0.212,2,0.938,3,0.082,0.455,0.334
308,YES,-,335.82847,0.937,2.35,0.986,0,0.592,3,0.985,43.86,0.976,2,0.87,1,0.827,1,0.64,0.837,0.779
309,YES,-,335.82847,0.937,2.35,0.986,0,0.592,3,0.985,43.86,0.976,2,0.87,1,0.827,1,0.64,0.837,0.779
310,YES,-,408.24484,0.523,3.621,0.943,2,0.792,4,0.887,95.86,0.729,4,0.97,2,0.938,0,0.842,0.814,0.808
311,YES,-,408.24484,0.523,3.621,0.943,2,0.792,4,0.887,95.86,0.729,4,0.97,2,0.938,0,0.842,0.814,0.808
312,YES,-,254.307,0.813,3.105,0.994,1,0.987,2,0.93,70.23,0.943,2,0.87,3,0.257,0,0.842,0.776,0.763
313,YES,-,338.42672,0.926,2.606,0.997,0,0.592,4,0.887,77.56,0.893,2,0.87,3,0.257,0,0.842,0.731,0.719
314,YES,-,338.42672,0.926,2.606,0.997,0,0.592,4,0.887,77.56,0.893,2,0.87,3,0.257,0,0.842,0.731,0.719
315,YES,-,338.42672,0.926,2.606,0.997,0,0.592,4,0.887,77.56,0.893,2,0.87,3,0.257,0,0.842,0.731,0.719
316,YES,-,430.51723,0.406,2.948,0.999,0,0.592,5,0.726,84.52,0.836,5,0.848,2,0.938,0,0.842,0.748,0.728
317,YES,-,430.51723,0.406,2.948,0.999,0,0.592,5,0.726,84.52,0.836,5,0.848,2,0.938,0,0.842,0.748,0.728
318,YES,-,269.31344,0.9,3.207,0.988,1,0.987,2,0.93,21.26,0.642,1,0.637,2,0.938,0,0.842,0.847,0.858
319,YES,-,402.55019,0.555,3.033,0.996,1,0.987,3,0.985,74.86,0.913,7,0.533,1,0.827,1,0.64,0.781,0.713
320,YES,-,320.44966,0.984,2.729,0.999,2,0.792,3,0.985,83.5,0.845,5,0.848,1,0.827,1,0.64,0.857,0.818
321,YES,-,390.49643,0.628,3.192,0.989,2,0.792,4,0.887,92.88,0.759,9,0.293,2,0.938,0,0.842,0.725,0.688
322,YES,-,312.34967,0.997,0.913,0.751,2,0.792,6,0.525,121.75,0.463,5,0.848,3,0.257,1,0.64,0.613,0.675
323,YES,-,400.4482,0.568,2.133,0.969,2,0.792,4,0.887,106.02,0.625,9,0.293,3,0.257,0,0.842,0.593,0.574
324,YES,-,218.29482,0.565,1.443,0.873,1,0.987,2,0.93,32.34,0.857,3,0.993,1,0.827,0,0.842,0.848,0.832
325,YES,-,465.56458,0.266,3.203,0.988,1,0.987,5,0.726,87.32,0.811,8,0.4,3,0.257,0,0.842,0.582,0.552
326,YES,-,465.56458,0.266,3.203,0.988,1,0.987,5,0.726,87.32,0.811,8,0.4,3,0.257,0,0.842,0.582,0.552
327,YES,-,299.36753,0.997,2.141,0.97,1,0.987,3,0.985,67.05,0.96,7,0.533,2,0.938,1,0.64,0.856,0.797
328,YES,-,218.25506,0.564,1.575,0.897,1,0.987,3,0.985,59.81,0.99,2,0.87,2,0.938,0,0.842,0.872,0.832
329,YES,-,388.52691,0.64,2.951,0.999,0,0.592,5,0.726,85.55,0.827,9,0.293,2,0.938,1,0.64,0.669,0.617
330,YES,-,326.3217,0.97,3.378,0.974,1,0.987,4,0.887,79.19,0.88,5,0.848,2,0.938,1,0.64,0.883,0.854
331,YES,-,329.41996,0.96,1.9,0.944,0,0.592,6,0.525,92.27,0.765,5,0.848,2,0.938,1,0.64,0.758,0.778
332,YES,-,249.35187,0.78,3.12,0.993,1,0.987,2,0.93,67.37,0.959,3,0.993,2,0.938,1,0.64,0.893,0.849
333,YES,-,409.50132,0.515,2.456,0.991,2,0.792,4,0.887,96.54,0.722,9,0.293,3,0.257,0,0.842,0.598,0.567
334,YES,-,452.56582,0.312,3.912,0.886,2,0.792,4,0.887,92.88,0.759,11,0.151,3,0.257,0,0.842,0.513,0.461
335,YES,-,372.48116,0.739,3.216,0.987,1,0.987,3,0.985,87.85,0.806,7,0.533,2,0.938,0,0.842,0.837,0.809
336,YES,-,404.90879,0.542,1.999,0.956,2,0.792,5,0.726,102.11,0.665,9,0.293,1,0.827,0,0.842,0.67,0.655
337,YES,-,297.39142,0.994,4.086,0.839,1,0.987,2,0.93,38.33,0.933,5,0.848,2,0.938,0,0.842,0.912,0.903
338,YES,-,359.37798,0.818,3.679,0.934,0,0.592,5,0.726,77.13,0.896,3,0.993,3,0.257,1,0.64,0.684,0.667
339,YES,-,275.25672,0.929,1.348,0.854,0,0.592,5,0.726,89.53,0.791,4,0.97,1,0.827,1,0.64,0.781,0.774
340,YES,-,334.43318,0.942,3.069,0.995,0,0.592,6,0.525,76.42,0.901,6,0.689,1,0.827,1,0.64,0.746,0.744
341,YES,-,267.75122,0.892,2.703,0.999,1,0.987,2,0.93,38.33,0.933,3,0.993,1,0.827,0,0.842,0.923,0.914
342,YES,-,281.30919,0.953,2.049,0.961,1,0.987,3,0.985,55.63,0.998,3,0.993,3,0.257,0,0.842,0.813,0.799
343,YES,-,363.40974,0.794,3.149,0.991,0,0.592,5,0.726,72.39,0.929,4,0.97,3,0.257,2,0.241,0.609,0.526
344,YES,-,330.33522,0.957,1.137,0.808,3,0.379,4,0.887,122.63,0.455,7,0.533,2,0.938,0,0.842,0.687,0.704
345,YES,-,228.24988,0.634,0.862,0.737,2,0.792,4,0.887,61.22,0.985,1,0.637,1,0.827,0,0.842,0.785,0.748
346,YES,-,322.40418,0.98,2.977,0.998,1,0.987,3,0.985,58.12,0.994,3,0.993,3,0.257,1,0.64,0.791,0.754
347,YES,-,322.40418,0.98,2.977,0.998,1,0.987,3,0.985,58.12,0.994,3,0.993,3,0.257,1,0.64,0.791,0.754
348,YES,-,300.31408,0.997,2.693,0.999,1,0.987,4,0.887,67.77,0.957,2,0.87,4,0.035,1,0.64,0.597,0.578
349,YES,-,421.55838,0.451,3.711,0.928,1,0.987,4,0.887,93.45,0.753,6,0.689,3,0.257,2,0.241,0.574,0.485
350,YES,-,279.29332,0.946,2.641,0.998,1,0.987,4,0.887,64.11,0.974,4,0.97,3,0.257,0,0.842,0.801,0.797
351,YES,-,368.38804,0.764,4.183,0.808,2,0.792,4,0.887,79.89,0.875,3,0.993,5,0.012,0,0.842,0.5,0.501
352,YES,-,390.39026,0.628,5.703,0.212,0,0.592,4,0.887,65.22,0.969,3,0.993,6,0.01,4,0.027,0.256,0.168
353,YES,-,414.52268,0.488,5.739,0.203,2,0.792,4,0.887,91.16,0.775,8,0.4,4,0.035,2,0.241,0.34,0.284
354,YES,-,439.53213,0.365,6.437,0.085,1,0.987,5,0.726,89.36,0.792,4,0.97,5,0.012,1,0.64,0.328,0.326
355,YES,-,353.43806,0.852,4.385,0.736,1,0.987,5,0.726,90.57,0.781,6,0.689,3,0.257,1,0.64,0.668,0.664
356,YES,-,363.47594,0.794,5.065,0.44,0,0.592,4,0.887,70.34,0.942,4,0.97,3,0.257,1,0.64,0.638,0.607
357,YES,-,258.27585,0.838,0.304,0.568,1,0.987,4,0.887,67.35,0.959,1,0.637,2,0.938,0,0.842,0.818,0.799
358,YES,-,328.36723,0.963,3.101,0.994,1,0.987,3,0.985,58.12,0.994,2,0.87,4,0.035,0,0.842,0.625,0.615
359,YES,-,304.34584,1,2.645,0.998,1,0.987,3,0.985,58.12,0.994,1,0.637,3,0.257,0,0.842,0.777,0.752
360,YES,-,348.34554,0.879,4.773,0.571,2,0.792,3,0.985,81.93,0.858,5,0.848,3,0.257,1,0.64,0.682,0.651
361,YES,-,316.46425,0.992,4.53,0.677,1,0.987,3,0.985,73.14,0.924,5,0.848,2,0.938,1,0.64,0.863,0.824
362,YES,-,324.2234,0.975,2.961,0.998,2,0.792,3,0.985,74.78,0.913,3,0.993,1,0.827,0,0.842,0.912,0.897
363,YES,-,273.35339,0.92,3.604,0.946,0,0.592,4,0.887,70.34,0.942,3,0.993,2,0.938,1,0.64,0.843,0.801
364,YES,-,482.54873,0.215,3.257,0.985,1,0.987,6,0.525,102.55,0.661,9,0.293,3,0.257,0,0.842,0.51,0.502
365,YES,-,429.9048,0.409,6.374,0.091,0,0.592,5,0.726,64.66,0.972,3,0.993,5,0.012,0,0.842,0.335,0.333
366,YES,-,218.25176,0.564,0.157,0.521,1,0.987,2,0.93,49.41,0.997,2,0.87,1,0.827,0,0.842,0.797,0.768
367,YES,-,194.61767,0.414,0.643,0.673,0,0.592,2,0.93,32.67,0.862,0,0.395,0,0.472,0,0.842,0.616,0.567
368,YES,-,325.16671,0.973,3.16,0.991,1,0.987,3,0.985,68.02,0.955,4,0.97,2,0.938,1,0.64,0.922,0.878
369,YES,-,366.23848,0.778,3.725,0.925,2,0.792,3,0.985,66.39,0.964,3,0.993,1,0.827,1,0.64,0.854,0.802
370,YES,-,300.35054,0.997,4.649,0.626,0,0.592,2,0.93,34.14,0.883,5,0.848,3,0.257,2,0.241,0.596,0.508
371,YES,-,292.1346,0.985,1.929,0.948,1,0.987,3,0.985,58.87,0.992,2,0.87,3,0.257,0,0.842,0.801,0.785
372,YES,-,438.53923,0.369,4.122,0.828,1,0.987,4,0.887,84.09,0.84,8,0.4,3,0.257,0,0.842,0.611,0.573
373,YES,-,311.33188,0.998,2.346,0.985,2,0.792,4,0.887,67.79,0.956,5,0.848,2,0.938,1,0.64,0.872,0.832
374,YES,-,262.30256,0.862,4.332,0.756,0,0.592,2,0.93,26.3,0.75,2,0.87,2,0.938,2,0.241,0.693,0.594
375,YES,-,344.34518,0.899,2.805,1,0,0.592,6,0.525,119.04,0.49,5,0.848,3,0.257,2,0.241,0.54,0.518
376,YES,-,410.44632,0.51,3.781,0.915,1,0.987,8,0.191,125.05,0.432,5,0.848,2,0.938,2,0.241,0.541,0.583
377,YES,-,271.33422,0.91,4.427,0.719,1,0.987,3,0.985,70.42,0.941,4,0.97,2,0.938,1,0.64,0.877,0.836
378,YES,-,245.29694,0.753,3.272,0.983,1,0.987,3,0.985,70.42,0.941,3,0.993,2,0.938,1,0.64,0.893,0.843
379,YES,-,261.34269,0.856,2.006,0.957,1,0.987,3,0.985,77.32,0.895,6,0.689,1,0.827,2,0.241,0.748,0.628
380,YES,-,301.3635,0.998,1.809,0.933,2,0.792,4,0.887,97.55,0.712,5,0.848,2,0.938,1,0.64,0.835,0.823
381,YES,-,326.41602,0.969,2.401,0.988,1,0.987,4,0.887,80.56,0.869,3,0.993,2,0.938,1,0.64,0.901,0.878
382,YES,-,420.4842,0.456,3.606,0.946,0,0.592,5,0.726,103.87,0.647,3,0.993,4,0.035,0,0.842,0.493,0.504
383,YES,-,492.57162,0.19,3.564,0.952,0,0.592,6,0.525,92.18,0.765,4,0.97,5,0.012,2,0.241,0.325,0.281
384,YES,-,349.42291,0.873,4.182,0.809,2,0.792,4,0.887,58.56,0.993,3,0.993,2,0.938,0,0.842,0.888,0.873
385,YES,-,314.42845,0.995,5.467,0.283,2,0.792,3,0.985,110.17,0.581,4,0.97,3,0.257,1,0.64,0.615,0.623
386,YES,-,422.48346,0.446,3.978,0.869,1,0.987,6,0.525,151.74,0.223,4,0.97,4,0.035,0,0.842,0.434,0.525
387,YES,-,276.35733,0.934,2.494,0.993,1,0.987,3,0.985,86.36,0.82,1,0.637,2,0.938,0,0.842,0.884,0.868
388,YES,-,263.29889,0.867,1.261,0.836,1,0.987,5,0.726,137.13,0.325,2,0.87,3,0.257,0,0.842,0.65,0.741
389,YES,-,356.48506,0.835,4.01,0.86,2,0.792,3,0.985,88.82,0.797,3,0.993,1,0.827,1,0.64,0.834,0.802
390,YES,-,307.34647,1,3.643,0.94,1,0.987,5,0.726,81.16,0.865,1,0.637,2,0.938,0,0.842,0.858,0.869
391,YES,-,375.42044,0.721,3.824,0.906,1,0.987,6,0.525,90.39,0.783,5,0.848,3,0.257,0,0.842,0.685,0.729
392,YES,-,327.35288,0.967,-1.291,0.165,3,0.379,8,0.191,130.38,0.383,7,0.533,1,0.827,0,0.842,0.449,0.564
393,YES,-,393.29808,0.611,3.569,0.951,0,0.592,5,0.726,67.19,0.96,4,0.97,1,0.827,1,0.64,0.769,0.732
394,YES,-,370.42221,0.752,3.584,0.949,2,0.792,5,0.726,116.22,0.519,4,0.97,2,0.938,1,0.64,0.77,0.798
395,YES,-,333.40535,0.946,1.733,0.922,2,0.792,6,0.525,119.08,0.49,7,0.533,1,0.827,1,0.64,0.688,0.733
396,YES,-,416.52039,0.477,1.715,0.919,3,0.379,7,0.332,175.9,0.116,7,0.533,2,0.938,0,0.842,0.477,0.615
